Make,cc,Age,Gender,DriveStyle,Serviced,Daily_commute,Commute_type,mpg,l_day
Land Rover,1600,27,male,rational,no,26,highway,47.774416667249994,3.0612618678033243
Nissan,2000,64,female,rational,no,23,urban,27.999408891999998,4.620633260474476
Hyundai,2400,38,female,speedy,no,34,highway,27.299666667,7.005580043626837
BMW,1300,39,male,rational,yes,33,highway,65.33326153846153,2.841202101791949
Audi,2000,33,male,rational,yes,47,rural,37.799958,6.994055390220276
Hyundai,1600,33,female,speedy,yes,27,urban,34.999649999999995,4.33932910757679
Skoda,1600,57,male,rational,yes,42,urban,40.832924999999996,5.78577214343572
Toyota,1600,42,male,rational,yes,25,urban,40.832924999999996,3.4439119901403097
Skoda,1600,47,male,speedy,no,45,highway,42.996975000525,5.887042053467931
Audi,1400,24,male,speedy,yes,24,urban,41.99958,3.2143178574642888
Renault,1400,71,female,distracted,yes,42,rural,51.428514285714286,4.593755104172337
Hyundai,1600,30,male,speedy,no,48,highway,42.996975000525,6.279511523699126
Volkswagen,2000,22,male,rational,yes,31,highway,42.46662,4.106166207717967
Peugeot,1400,36,female,rational,yes,41,highway,57.77771428571429,3.991590924825191
Ford,1500,25,male,rational,no,40,highway,50.9593777784,4.415281540100948
Ford,1500,43,female,speedy,yes,32,highway,48.53328,3.7087952843904226
Mini,1600,37,female,rational,yes,22,urban,38.8885,3.1821746788896457
Toyota,1500,40,female,nervous,yes,36,urban,43.555119999999995,4.649281186689418
Vauxhall,1300,48,male,rational,yes,41,highway,65.33326153846153,3.5299783688930275
BMW,1500,49,male,speedy,no,34,urban,35.27925520392,5.4210328107706065
Mercedes Benz,1600,54,female,rational,yes,47,highway,50.555499999999995,5.229401350990496
Audi,2000,45,female,rational,yes,40,highway,40.4444,5.563192926585633
Skoda,1600,71,male,rational,yes,21,urban,40.832924999999996,2.89288607171786
Ford,2000,37,male,rational,no,40,highway,38.219533333799994,5.887042053467932
Hyundai,2000,26,male,rational,no,21,highway,38.219533333799994,3.090697078070664
Kia,1400,25,female,rational,no,31,urban,39.99915556,4.359467032708528
Toyota,1300,33,female,rational,yes,30,urban,47.86276923076923,3.5257048999061413
Audi,2500,51,female,rational,yes,43,highway,32.35552,7.4755404950994455
Volvo,1300,60,female,speedy,no,43,highway,50.39938461599999,4.799165740670837
Audi,2000,50,male,rational,yes,25,highway,42.46662,3.311424361062877
Peugeot,1300,37,male,rational,no,25,highway,58.799282051999995,2.391610834221347
Ford,1500,28,male,rational,yes,39,highway,56.622159999999994,3.8743665024435665
Volkswagen,1600,26,male,rational,no,27,highway,47.774416667249994,3.179002708872683
Toyota,1600,49,male,speedy,yes,35,rural,42.52495275,4.629634773668267
BMW,1600,42,male,rational,yes,42,urban,40.832924999999996,5.78577214343572
BMW,900,58,female,rational,no,21,highway,80.88790123555555,1.460354369388389
Seat,2000,61,male,rational,no,39,highway,38.219533333799994,5.739866002131234
Dacia,1400,30,male,rational,yes,21,rural,53.99994000000001,2.187502430558256
BMW,2000,41,male,distracted,yes,44,urban,32.66634,7.57660637830868
Audi,1600,51,male,speedy,yes,27,urban,36.7496325,4.132694388168372
Opel,1300,50,female,rational,no,25,highway,55.99931624,2.5111913759324143
Skoda,1300,69,male,speedy,no,40,highway,52.91935384679999,4.251752594171284
Mitsubishi,1400,37,female,rational,no,49,highway,51.99936508,5.3005454888911885
Audi,1600,49,male,rational,yes,39,urban,40.832924999999996,5.372502704618883
Hyundai,1300,36,female,rational,yes,30,urban,47.86276923076923,3.5257048999061413
Nissan,1500,35,female,speedy,yes,24,urban,37.33296,3.6161075896473247
Hyundai,1600,36,male,rational,yes,29,highway,53.083275,3.0730018070663503
Toyota,1500,27,female,slow,yes,29,highway,53.92586666666666,3.024986153830939
Mitsubishi,2000,59,male,nervous,yes,32,urban,34.299656999999996,5.247865889737615
Volkswagen,1600,48,female,rational,no,21,urban,34.999261114999996,3.375071251129183
Land Rover,1600,44,female,rational,yes,28,highway,50.555499999999995,3.1153880388879553
Audi,1600,37,male,rational,yes,44,highway,53.083275,4.6624855003765315
Kia,2000,45,male,speedy,yes,37,highway,38.219958000000005,5.445453393747841
Audi,1000,48,male,nervous,yes,38,highway,89.179902,2.3968404899121776
Mercedes Benz,2400,61,male,rational,yes,41,urban,27.221950000000003,8.47202349574516
Skoda,2000,36,female,speedy,yes,24,highway,36.39996,3.708795284390422
Toyota,1400,49,female,rational,yes,34,highway,57.77771428571429,3.3100997913184513
Opel,1600,17,male,rational,no,42,rural,42.524480250524995,5.55562345755145
Citroen,1300,40,female,speedy,yes,49,urban,43.076492307692305,6.398501485014851
Peugeot,2000,23,female,rational,yes,31,urban,31.110799999999998,5.604966763953355
Nissan,1500,44,male,distracted,no,31,highway,50.9593777784,3.4218431935782347
Volkswagen,2000,31,male,slow,no,28,urban,29.3993793366,5.357255954173305
Volkswagen,1500,40,male,rational,yes,28,urban,43.555119999999995,3.6161075896473247
Volkswagen,2000,84,male,distracted,yes,30,highway,42.46662,3.9737092332754527
Peugeot,2000,38,female,rational,yes,21,urban,31.110799999999998,3.796912969129692
Vauxhall,1300,36,male,speedy,no,42,rural,47.10403966212,5.015493399178391
Land Rover,1500,37,male,slow,yes,34,highway,56.622159999999994,3.377652848284135
Vauxhall,1300,29,male,nervous,yes,37,urban,52.76870307692308,3.944099207755926
Toyota,1300,28,female,rational,yes,42,urban,47.86276923076923,4.935986859868598
Kia,2000,63,male,rational,yes,23,urban,32.66634,3.9604987886613556
Audi,1400,33,female,rational,yes,38,highway,57.77771428571429,3.6995232961794455
Nissan,2000,28,female,rational,yes,21,urban,31.110799999999998,3.796912969129692
Ford,1600,67,female,speedy,yes,35,highway,45.49995,4.326927831788826
Volkswagen,1400,27,male,rational,no,43,urban,41.999113338,5.759050150736304
Ford,1500,51,female,rational,yes,20,urban,41.48106666666666,2.7120806922354936
Nissan,2400,60,male,rational,yes,31,highway,35.388850000000005,4.927399449261561
Hyundai,2000,45,female,rational,no,37,highway,36.399555556,5.7177895944307275
Kia,1600,51,female,speedy,yes,41,urban,34.999649999999995,6.589351607801793
Ford,1500,48,female,speedy,yes,45,urban,37.33296,6.780201730588733
Volkswagen,1600,60,male,rational,no,32,highway,47.774416667249994,3.767706914219476
Audi,1400,21,female,rational,no,43,urban,39.99915556,6.04700265827312
Opel,2000,57,male,rational,no,21,rural,34.01958420042,3.472264660969655
Peugeot,1600,29,female,rational,no,33,highway,45.499444444999995,4.079720143053277
Mercedes Benz,1600,77,male,rational,yes,38,rural,47.2499475,4.523814550270136
Mini,1400,60,male,rational,yes,38,highway,60.6666,3.523355520170901
Renault,1600,35,male,nervous,no,40,highway,50.16313750061249,4.485365374070805
Toyota,2000,37,male,rational,yes,41,urban,32.66634,7.060019579787634
Audi,2000,59,female,rational,yes,36,highway,40.4444,5.00687363392707
Hyundai,2000,25,female,nervous,no,35,highway,38.219533333799994,5.15116179678444
Renault,1500,25,female,rational,yes,41,highway,53.92586666666666,4.276704562312706
Nissan,2000,52,female,rational,yes,37,highway,40.4444,5.145953457091711
Vauxhall,2000,73,male,rational,no,35,urban,29.3993793366,6.696569942716631
Volkswagen,1600,42,male,speedy,yes,36,urban,36.7496325,5.510259184224496
Nissan,1600,65,male,speedy,yes,23,urban,36.7496325,3.5204433676989835
Audi,1400,50,female,nervous,yes,35,urban,46.6662,4.218792187921879
Volkswagen,2400,31,male,rational,no,40,highway,31.849611111500003,7.064450464161516
Kia,1300,59,male,speedy,yes,29,highway,58.79993538461538,2.7742377424904547
Volkswagen,1600,36,male,rational,yes,23,highway,53.083275,2.4372083297422775
Skoda,1400,61,male,rational,yes,27,urban,46.6662,3.254496830682592
Hyundai,1600,22,female,speedy,no,33,urban,31.499335003499997,5.892981549590636
BMW,2400,31,female,distracted,yes,24,urban,25.925666666666668,5.207194929092148
Audi,1500,33,male,nervous,no,35,highway,53.50734666732,3.6794012834174565
Toyota,2000,17,female,nervous,yes,39,urban,32.66634,6.7156283807736035
Volkswagen,1600,28,male,slow,no,32,highway,47.774416667249994,3.767706914219476
Volkswagen,1600,63,female,speedy,yes,27,urban,34.999649999999995,4.33932910757679
Nissan,1600,31,female,rational,yes,46,urban,38.8885,6.653637964951077
Opel,2400,26,female,distracted,yes,35,urban,25.925666666666668,7.593825938259383
Suzuki,2000,58,male,slow,no,20,highway,38.219533333799994,2.943521026733966
BMW,1500,20,male,slow,no,42,highway,50.9593777784,4.636045617105996
Toyota,2000,62,male,slow,no,48,urban,29.3993793366,9.18386735001138
Honda,2400,37,female,rational,yes,33,highway,33.70366666666667,5.507560997319776
Opel,1600,21,female,distracted,yes,35,highway,50.555499999999995,3.894235048609944
Skoda,1400,32,male,rational,yes,40,highway,60.6666,3.708795284390422
Volkswagen,1300,81,male,rational,yes,31,highway,65.33326153846153,2.669008035016679
Audi,2000,53,male,rational,yes,27,highway,42.46662,3.576338309947907
Ford,1600,59,female,rational,yes,40,highway,50.555499999999995,4.450554341268507
Vauxhall,1500,41,male,speedy,no,25,highway,45.86344000056,3.0661677361812143
Volkswagen,1300,30,female,rational,yes,45,highway,62.222153846153844,4.068084827565745
Toyota,1000,54,female,rational,yes,37,highway,80.8888,2.5729767285458554
Hyundai,1600,40,female,speedy,yes,41,highway,45.49995,5.068686888666909
Opel,1000,39,female,speedy,yes,35,urban,55.99944,3.515660156601566
Mitsubishi,2000,51,male,nervous,no,40,urban,30.86934830343,7.2887836111201425
Volkswagen,1600,26,male,rational,no,32,urban,36.74922417075,4.898062586672737
Renault,1400,16,female,speedy,yes,38,urban,39.9996,5.343803438034381
Nissan,1400,56,female,rational,yes,36,highway,57.77771428571429,3.5048115437489487
Toyota,1400,32,male,rational,yes,37,highway,60.6666,3.4306356380611405
Jaguar,2400,18,male,rational,yes,46,urban,27.221950000000003,9.505197092787252
Hyundai,2000,50,male,distracted,no,33,highway,38.219533333799994,4.856809694111044
Audi,1300,17,female,rational,yes,28,highway,62.222153846153844,2.531252781596463
Opel,2400,20,female,rational,yes,44,urban,25.925666666666668,9.546524036668938
Skoda,1400,55,male,rational,yes,34,urban,46.6662,4.098255268266968
Toyota,2000,31,female,speedy,yes,28,urban,27.99972,5.625056250562506
Hyundai,1500,41,male,rational,yes,21,urban,43.555119999999995,2.7120806922354936
Renault,1600,24,male,rational,no,30,highway,47.774416667249994,3.5322252320807586
Nissan,1600,27,male,speedy,no,43,urban,33.074301753674995,7.313079556490545
Dacia,1500,57,female,rational,yes,49,highway,53.92586666666666,5.111183501300552
Skoda,2000,38,female,nervous,yes,35,urban,32.66634,6.026845982745542
Audi,1600,28,male,rational,yes,46,highway,53.083275,4.874416659484555
Toyota,1400,24,male,rational,no,32,highway,54.599333334,3.296743549942041
Volkswagen,1400,23,male,nervous,no,29,highway,57.3293000007,2.8454036591761667
Volvo,2000,64,male,rational,yes,38,highway,42.46662,5.033365028815573
Dacia,2000,57,female,rational,yes,24,urban,31.110799999999998,4.33932910757679
Ford,1300,29,male,nervous,yes,26,urban,52.76870307692308,2.7715291730176776
Audi,1600,64,male,slow,no,46,highway,47.774416667249994,5.416078689190496
Kia,1300,62,male,rational,yes,29,urban,50.25590769230769,3.2458870507072417
Nissan,2000,49,male,distracted,no,41,urban,29.3993793366,7.844553361468053
Jeep,900,37,female,rational,yes,40,urban,69.1351111111111,3.2544968306825925
Skoda,1400,24,female,speedy,yes,28,urban,39.9996,3.937539375393754
BMW,1500,50,male,rational,yes,40,highway,56.622159999999994,3.9737092332754527
Audi,1300,53,female,nervous,yes,48,highway,65.33326153846153,4.132657602606471
Volkswagen,2000,28,female,rational,yes,47,urban,31.110799999999998,8.497852835671216
Hyundai,2400,34,male,speedy,yes,26,highway,31.849965000000005,4.591841780673856
Volkswagen,1500,32,female,rational,yes,44,urban,41.48106666666666,5.966577522918086
BMW,1400,64,male,nervous,yes,27,urban,48.99951,3.0995207911262788
Ford,2500,51,male,nervous,yes,36,highway,35.6719608,5.676727476107789
Volkswagen,1600,30,female,rational,no,32,urban,34.999261114999996,5.142965716006374
Toyota,1600,13,female,rational,yes,25,urban,38.8885,3.6161075896473247
Ford,1500,38,male,distracted,yes,40,highway,56.622159999999994,3.9737092332754527
Peugeot,1300,50,female,rational,yes,33,highway,62.222153846153844,2.983262206881546
Hyundai,2000,45,male,rational,yes,30,highway,42.46662,3.9737092332754527
Volkswagen,2000,32,male,rational,yes,44,highway,42.46662,5.828106875470664
Suzuki,1400,22,female,rational,yes,33,urban,44.444,4.17660426604266
Hyundai,1500,47,male,speedy,no,47,highway,45.86344000056,5.764395344020683
Nissan,2000,33,female,speedy,yes,44,highway,36.39996,6.79945802138244
Volkswagen,1000,29,male,speedy,no,25,rural,61.23525156075601,2.296471336620142
Volkswagen,2400,63,male,rational,yes,37,rural,31.499965000000007,6.607150198420853
BMW,2400,43,male,rational,yes,45,urban,27.221950000000003,9.298562373378834
Opel,1600,38,male,rational,yes,25,urban,40.832924999999996,3.4439119901403097
Seat,2400,36,female,speedy,no,29,highway,27.299666667,5.975347684269949
Volkswagen,2000,37,male,rational,yes,24,urban,32.66634,4.132694388168371
Ford,2000,29,female,rational,yes,37,urban,31.110799999999998,6.689799040847552
Toyota,1500,43,male,speedy,yes,32,highway,50.95994399999999,3.5321859851337365
Toyota,1000,72,male,rational,yes,20,rural,75.599916,1.488096891536229
BMW,2000,21,female,speedy,yes,44,highway,36.39996,6.79945802138244
Peugeot,2000,37,male,distracted,no,30,urban,29.3993793366,5.7399170937571125
Subaru,1500,23,female,rational,yes,29,urban,41.48106666666666,3.9325170037414656
Audi,1600,64,male,rational,yes,23,urban,40.832924999999996,3.168399030929085
Renault,1300,23,female,speedy,no,28,urban,38.768412311999995,4.06258576524809
Volvo,2000,75,male,speedy,no,26,highway,34.39758000042001,4.251752594171283
Skoda,1400,28,female,speedy,yes,25,highway,51.999942857142855,2.704329894868016
Toyota,2000,51,female,rational,no,20,urban,27.999408891999998,4.01794196562998
Kia,1500,22,male,rational,yes,45,highway,56.622159999999994,4.470422887434884
Nissan,1400,66,male,distracted,no,34,rural,48.5994060006,3.9352332824322755
Ford,1300,33,male,speedy,yes,30,highway,58.79993538461538,2.86990111292116
Ford,2000,25,male,rational,no,33,urban,29.3993793366,6.313908803132824
BMW,1600,29,male,rational,yes,36,highway,53.083275,3.814760863944435
Hyundai,1300,54,male,distracted,yes,49,urban,50.25590769230769,5.484429844298443
Opel,1600,29,female,rational,no,32,highway,45.499444444999995,3.9560922599304504
Ford,1600,36,female,rational,yes,33,urban,38.8885,4.773262018334468
Seat,900,23,male,rational,no,49,urban,65.33195408133332,4.218839063911479
BMW,2000,20,male,rational,no,28,highway,38.219533333799994,4.120929437427552
Peugeot,1600,16,male,speedy,yes,34,highway,47.774947499999996,4.003144116484901
Ford,1000,24,female,rational,yes,20,highway,80.8888,1.3907982316464083
Volkswagen,1500,28,female,rational,yes,45,highway,53.92586666666666,4.6939440318066294
Mazda,1600,78,male,rational,yes,37,urban,40.832924999999996,5.096989745407658
Kia,1600,39,male,rational,yes,26,urban,40.832924999999996,3.5816684697459222
Fiat,2000,17,male,speedy,no,25,rural,30.617625780378006,4.592942673240284
Vauxhall,1300,44,female,speedy,yes,29,highway,55.99993846153846,2.912949629614977
Hyundai,2000,45,female,rational,yes,37,highway,40.4444,5.145953457091711
Nissan,1600,36,female,rational,yes,20,urban,38.8885,2.8928860717178595
Citroen,1300,36,male,speedy,no,39,urban,40.7068329276,5.389144382471956
Volkswagen,1600,52,male,rational,yes,24,rural,47.2499475,2.8571460317495596
Mini,2000,40,female,rational,no,47,highway,36.399555556,7.263138133466059
Citroen,1400,59,female,distracted,yes,38,highway,57.77771428571429,3.6995232961794455
Peugeot,1400,37,male,rational,yes,42,urban,46.6662,5.062550625506255
Ford,2400,53,female,rational,no,25,rural,26.99967000033333,5.208396991454483
Mazda,1600,29,male,speedy,yes,25,urban,36.7496325,3.8265688779336777
Skoda,1400,35,male,rational,yes,41,urban,46.6662,4.942013705851344
Peugeot,2000,16,male,speedy,no,26,highway,34.39758000042001,4.251752594171283
Honda,2400,20,female,rational,no,45,highway,30.33296296333333,8.344882110790792
Peugeot,1600,71,male,speedy,yes,46,urban,36.7496325,7.040886735397967
Audi,1600,38,female,speedy,yes,28,urban,34.999649999999995,4.5000450004500046
Nissan,2000,35,female,speedy,yes,48,urban,27.99972,9.642953572392868
Audi,1600,29,male,speedy,yes,34,urban,36.7496325,5.204133673989801
Toyota,1600,61,male,rational,yes,42,highway,53.083275,4.450554341268507
Toyota,1600,39,female,speedy,no,32,highway,40.949500000499995,4.395658066589389
Toyota,2000,26,female,rational,no,44,urban,27.999408891999998,8.839472324385955
Nissan,1400,39,male,rational,yes,30,urban,46.6662,3.6161075896473247
Hyundai,2000,21,male,rational,yes,41,urban,32.66634,7.060019579787634
Renault,1600,36,male,speedy,yes,29,urban,36.7496325,4.438819898403066
Volkswagen,1600,50,female,rational,yes,30,urban,38.8885,4.3393291075767895
Skoda,1600,45,male,rational,yes,25,urban,40.832924999999996,3.4439119901403097
Peugeot,1300,30,male,rational,yes,29,highway,65.33326153846153,2.4968139682414097
Ford,1600,34,female,rational,yes,36,highway,50.555499999999995,4.005498907141656
Audi,1600,36,male,rational,no,43,highway,47.774416667249994,5.062856165982421
Ford,2000,60,male,speedy,no,47,highway,34.39758000042001,7.685860458694242
Toyota,1400,66,female,rational,no,49,highway,51.99936508,5.3005454888911885
