Make,cc,Age,Gender,DriveStyle,Serviced,distance,Commute_type
Toyota,>2400,32,female,rational,no,38,rural
Hyundai,1300,82,female,rational,yes,48,urban
Nissan,1600,54,male,speedy,no,44,urban
Vauxhall,1300,46,male,rational,no,43,highway
Hyundai,1300,30,male,rational,yes,25,urban
Dacia,>2400,30,female,speedy,yes,42,urban
Toyota,1600,29,male,rational,no,47,urban
Ford,1500,32,male,rational,yes,42,highway
Ford,1000,44,male,rational,yes,44,highway
Hyundai,2000,46,male,distracted,yes,32,urban
Mini,1600,20,female,rational,yes,49,highway
Dacia,2000,54,female,rational,no,29,urban
Volkswagen,1400,72,female,rational,yes,35,urban
Volkswagen,2000,31,male,speedy,no,25,highway
Audi,1600,35,male,slow,yes,35,urban
Toyota,1600,49,female,rational,no,41,urban
Volkswagen,1600,21,female,nervous,yes,37,urban
Vauxhall,1600,20,female,rational,yes,42,highway
BMW,1600,65,female,rational,yes,40,urban
Hyundai,1000,31,male,speedy,yes,26,urban
Toyota,1000,52,female,speedy,no,30,rural
Nissan,1300,40,female,speedy,yes,37,urban
Audi,1600,63,female,rational,yes,39,highway
Honda,1000,37,male,rational,yes,31,urban
Volkswagen,1600,38,female,rational,yes,42,highway
Vauxhall,1600,38,male,rational,no,37,highway
Peugeot,1300,29,female,speedy,no,44,urban
Hyundai,1400,37,female,speedy,no,27,highway
Volkswagen,2400,36,male,rational,yes,48,highway
Kia,2000,20,male,speedy,yes,38,rural
Renault,2000,41,male,rational,yes,32,urban
Ford,1500,64,female,speedy,yes,44,urban
Renault,2400,64,male,speedy,yes,45,urban
Nissan,1400,64,male,rational,yes,42,highway
Kia,1600,29,male,rational,yes,34,highway
BMW,1500,54,male,rational,yes,35,urban
Hyundai,1600,27,male,rational,yes,31,highway
BMW,2000,29,female,rational,no,27,rural
Kia,1000,56,male,rational,yes,41,urban
Nissan,1000,56,male,rational,yes,25,urban
Skoda,1600,45,male,rational,yes,43,highway
Ford,1600,56,male,rational,yes,44,rural
Hyundai,1500,51,female,distracted,yes,35,rural
Volkswagen,2000,25,male,distracted,yes,31,highway
Hyundai,1600,27,female,rational,no,41,highway
Volkswagen,1300,37,male,rational,no,46,highway
Mazda,1600,70,female,rational,no,37,urban
Volkswagen,1600,59,female,rational,yes,41,highway
Renault,1000,27,male,rational,yes,43,highway
Audi,1600,29,male,speedy,yes,38,rural
Seat,1400,47,male,rational,yes,29,urban
Citroen,2000,42,female,rational,yes,28,highway
Ford,1600,59,male,nervous,yes,32,urban
Peugeot,1600,32,female,nervous,yes,40,highway
Hyundai,1600,46,female,rational,yes,48,highway
Vauxhall,2400,29,female,rational,no,49,highway
Peugeot,>2400,64,male,rational,yes,36,highway
Suzuki,1600,31,male,rational,yes,48,urban
Kia,1300,39,male,rational,yes,25,highway
Skoda,1600,28,male,rational,yes,26,urban
Skoda,2000,26,male,speedy,yes,30,highway
Kia,2400,19,female,rational,no,42,urban
Peugeot,2000,24,male,rational,yes,45,highway
Opel,>2400,39,male,speedy,no,49,rural
Mitsubishi,2000,73,male,rational,yes,36,highway
BMW,1600,21,male,rational,yes,48,highway
Ford,1400,37,male,rational,yes,36,urban
Renault,1600,60,female,distracted,yes,28,urban
Renault,1400,43,male,rational,yes,28,highway
Opel,2000,46,male,speedy,yes,27,urban
Kia,2000,30,male,speedy,yes,27,urban
Audi,2000,49,male,rational,yes,26,highway
Audi,2000,50,male,rational,no,36,urban
Ford,1600,38,male,slow,yes,38,highway
Toyota,2000,63,female,rational,no,48,urban
Dacia,1600,68,male,rational,no,35,highway
Renault,2000,71,female,rational,yes,31,urban
Ford,1600,40,female,rational,yes,27,highway
Volvo,1000,51,male,speedy,yes,25,highway
Hyundai,1400,26,female,speedy,yes,41,urban
Opel,1600,19,female,nervous,no,44,urban
Volkswagen,1600,55,female,rational,yes,38,highway
Volkswagen,1400,38,male,rational,yes,27,highway
Ford,>2400,47,male,rational,yes,27,urban
Mazda,2000,51,male,rational,yes,27,urban
Skoda,1600,29,female,rational,no,47,highway
Hyundai,2000,27,female,rational,yes,39,urban
Volkswagen,2000,46,female,nervous,yes,31,urban
Toyota,2400,29,female,rational,no,37,urban
Skoda,1300,53,female,rational,no,30,highway
Honda,2000,25,male,rational,yes,30,highway
Nissan,1300,52,male,nervous,yes,36,urban
Peugeot,1500,34,female,rational,yes,42,rural
Renault,1400,42,female,rational,yes,30,urban
BMW,2000,24,male,rational,yes,47,urban
Ford,1300,25,female,speedy,yes,42,urban
Opel,1500,37,female,rational,yes,46,rural
Citroen,1600,43,male,speedy,no,47,urban
Volkswagen,1400,41,female,distracted,yes,47,highway
Skoda,1400,49,female,rational,yes,30,urban
Toyota,1500,81,male,speedy,yes,38,urban
Audi,1000,49,female,rational,yes,38,highway
Citroen,2000,33,male,rational,no,29,highway
Nissan,1600,62,female,rational,yes,43,urban
Seat,1600,56,female,speedy,yes,43,highway
Ford,1600,70,female,rational,no,25,urban
Renault,1300,40,female,rational,no,28,rural
Volkswagen,1300,50,male,rational,yes,27,urban
Audi,1300,32,female,rational,yes,44,rural
Volkswagen,1000,25,female,rational,yes,37,highway
BMW,2000,26,male,nervous,yes,30,highway
Hyundai,2400,26,male,rational,yes,25,urban
Jaguar,2000,40,female,speedy,yes,31,urban
Volkswagen,2000,39,female,rational,yes,31,highway
Hyundai,2000,56,male,rational,yes,27,urban
Citroen,2000,47,male,distracted,no,46,highway
Ford,1600,34,male,rational,yes,37,highway
Mazda,1600,50,female,rational,yes,31,highway
Ford,1400,26,male,rational,yes,26,highway
BMW,1500,42,female,rational,yes,40,highway
Volkswagen,2400,37,male,distracted,no,25,urban
Ford,2000,64,male,speedy,yes,34,highway
Volkswagen,1400,27,male,speedy,yes,46,highway
Nissan,2400,29,male,rational,no,44,rural
Volkswagen,1300,27,male,rational,yes,36,urban
Audi,1600,42,male,rational,yes,43,highway
Volkswagen,1000,17,male,rational,yes,49,highway
Hyundai,2000,27,female,rational,yes,38,highway
Volkswagen,2000,73,male,distracted,no,28,highway
Toyota,1000,27,male,speedy,yes,34,urban
Volvo,<900,28,male,rational,yes,40,highway
Lexus,1000,58,female,rational,no,29,highway
Toyota,2000,62,male,slow,yes,25,highway
Ford,1400,24,female,rational,no,32,highway
Nissan,2000,50,female,rational,no,29,highway
Seat,1600,30,female,rational,yes,46,urban
Toyota,2000,29,female,speedy,yes,32,urban
Opel,2000,46,male,rational,yes,45,urban
Renault,1300,28,male,rational,no,46,urban
Dacia,>2400,33,female,rational,yes,28,highway
Land Rover,1300,44,female,speedy,yes,28,urban
Dacia,1600,48,male,rational,no,32,urban
Ford,1600,27,female,rational,yes,41,urban
Volkswagen,1500,32,female,slow,yes,34,highway
Kia,2000,23,male,rational,yes,30,urban
Mitsubishi,>2400,42,male,rational,yes,34,highway
Honda,2400,52,male,speedy,yes,26,highway
Ford,1600,26,male,rational,yes,48,rural
Ford,1400,26,male,rational,yes,48,highway
Vauxhall,1500,31,female,rational,yes,36,highway
Skoda,1400,41,female,speedy,yes,49,highway
Nissan,2000,26,female,distracted,yes,39,highway
Nissan,1500,74,female,rational,no,43,highway
Opel,2000,26,male,rational,yes,36,highway
Ford,1300,25,male,rational,no,38,highway
Vauxhall,1600,37,male,rational,yes,42,highway
Volkswagen,2000,61,male,rational,yes,38,urban
Toyota,1600,62,male,nervous,no,26,urban
BMW,1300,26,male,speedy,yes,34,urban
Citroen,1600,73,male,distracted,yes,27,highway
Honda,2000,64,female,rational,yes,46,highway
Seat,1000,29,male,speedy,no,28,highway
Ford,2000,28,male,speedy,yes,47,highway
Kia,1400,35,female,speedy,no,34,highway
Honda,1300,17,female,speedy,no,44,highway
Hyundai,2000,35,female,speedy,yes,28,highway
Ford,1400,59,male,rational,yes,45,highway
Renault,2000,30,female,slow,no,34,highway
Ford,1600,43,female,distracted,no,36,highway
Kia,1500,26,male,speedy,yes,31,urban
Audi,1300,32,male,rational,yes,47,rural
Opel,1400,27,male,rational,no,41,urban
Toyota,1300,40,female,rational,yes,37,highway
Citroen,1600,27,male,speedy,no,26,highway
Dacia,1000,23,female,speedy,no,35,urban
Renault,1500,42,male,speedy,no,42,urban
Skoda,1500,30,male,rational,yes,38,urban
Skoda,2400,48,female,distracted,yes,30,highway
Vauxhall,1400,30,female,rational,no,44,highway
Audi,2000,49,male,rational,no,32,highway
Skoda,1600,33,female,speedy,no,27,highway
Ford,2000,36,female,rational,no,48,highway
Dacia,1400,29,male,slow,no,37,urban
BMW,1300,22,male,rational,yes,34,highway
Volkswagen,1600,23,female,distracted,yes,31,highway
Opel,2000,33,male,rational,yes,39,urban
Skoda,>2400,50,male,rational,yes,31,highway
Ford,1400,29,female,rational,yes,26,rural
Volkswagen,1500,28,male,speedy,no,29,rural
Audi,2000,68,male,rational,no,29,highway
Audi,2400,63,female,rational,no,49,urban
Skoda,1600,56,female,nervous,yes,40,urban
Volkswagen,1600,41,female,nervous,no,36,highway
Peugeot,2000,54,female,rational,yes,39,highway
Skoda,2000,21,female,slow,no,43,highway
Volkswagen,1000,30,male,rational,yes,43,urban
Mazda,2000,23,male,rational,yes,41,rural
Skoda,1000,24,female,rational,yes,49,urban
BMW,2000,41,female,distracted,yes,27,highway
Audi,1600,69,male,rational,yes,29,highway
Toyota,2400,75,female,rational,no,31,highway
Ford,2000,32,male,rational,yes,49,urban
Ford,2000,77,male,rational,yes,44,rural
Skoda,2000,34,female,rational,no,46,highway
Opel,2000,34,female,speedy,no,33,highway
Fiat,1300,51,male,distracted,yes,26,highway
Volkswagen,2400,64,female,rational,yes,41,highway
Skoda,1300,50,male,rational,yes,31,highway
Peugeot,2000,33,male,rational,yes,41,highway
Renault,1400,27,female,distracted,yes,48,rural
Volkswagen,2000,26,male,rational,yes,41,highway
Peugeot,1600,25,female,distracted,yes,31,highway
Toyota,1600,41,female,rational,yes,34,urban
Skoda,2000,25,male,rational,no,34,highway
Nissan,2000,45,male,rational,no,43,highway
Kia,1400,24,female,rational,yes,33,rural
Audi,2000,60,male,rational,no,34,highway
Ford,1600,64,male,nervous,no,27,highway
Land Rover,1600,63,female,rational,no,38,highway
BMW,1600,48,female,rational,yes,34,highway
Nissan,2000,56,male,speedy,yes,39,highway
Renault,2400,17,male,rational,no,34,urban
Ford,1600,50,male,rational,yes,33,urban
Ford,1400,72,male,rational,no,49,highway
Renault,1500,40,male,rational,no,33,highway
Ford,>2400,55,male,rational,yes,38,highway
Volkswagen,2000,62,female,rational,yes,40,highway
Hyundai,1600,27,female,speedy,no,35,highway
Kia,2000,70,female,rational,yes,27,urban
Kia,1300,52,female,rational,yes,34,highway
Toyota,1400,43,female,rational,no,33,urban
Vauxhall,1500,33,female,rational,yes,38,highway
Ford,2000,27,male,rational,yes,38,rural
Toyota,1300,25,female,rational,yes,33,highway
Toyota,2400,51,male,rational,yes,43,urban
Ford,1300,35,female,rational,yes,38,highway
Toyota,1000,29,male,speedy,yes,38,urban
Citroen,1500,64,male,speedy,no,36,highway
Toyota,1600,45,male,rational,no,48,highway
Land Rover,2000,39,male,rational,yes,37,highway
Ford,2000,72,female,rational,no,43,highway
Dacia,1500,37,male,rational,yes,47,highway
Porsche,1300,27,male,rational,yes,36,urban
Mazda,1600,70,female,rational,no,27,urban
Nissan,2000,22,male,speedy,yes,49,highway
Fiat,1000,59,male,rational,no,36,highway
Mercedes Benz,2400,32,female,rational,yes,33,highway
Skoda,2000,38,female,rational,yes,25,urban
Skoda,1500,43,male,rational,yes,33,urban
Vauxhall,1400,50,female,rational,no,26,urban
Skoda,1500,20,male,nervous,yes,39,urban
Citroen,2000,33,female,distracted,no,31,rural
Toyota,2000,38,male,rational,yes,48,highway
Mercedes Benz,2000,77,female,rational,yes,31,highway
Toyota,1400,36,male,speedy,yes,29,urban
Opel,1300,41,male,rational,no,45,highway
Suzuki,1400,56,male,nervous,yes,43,urban
Mitsubishi,1400,47,female,rational,yes,49,urban
Toyota,2000,21,male,speedy,yes,33,urban
Ford,2400,26,female,speedy,no,40,urban
Citroen,1600,31,female,slow,yes,32,urban
Dacia,1300,29,female,rational,no,29,highway
Skoda,2000,43,male,rational,yes,48,urban
Hyundai,2000,38,male,slow,yes,40,urban
Mitsubishi,1400,43,male,rational,yes,30,rural
Dacia,1600,57,female,rational,yes,38,urban
Toyota,2000,25,male,speedy,no,33,highway
Volkswagen,1600,37,male,speedy,no,41,urban
Volkswagen,1600,49,female,speedy,yes,35,highway
BMW,2000,62,female,speedy,yes,42,urban
Toyota,1600,47,female,rational,yes,49,urban
Ford,2000,23,male,nervous,no,37,urban
Peugeot,1300,36,female,rational,yes,34,urban
Dacia,2000,47,female,rational,yes,35,rural
Opel,2000,28,male,rational,no,40,urban
Nissan,1600,60,male,rational,no,41,urban
Peugeot,1400,37,female,distracted,yes,41,highway
Toyota,1600,22,male,speedy,yes,46,urban
Volkswagen,1600,15,male,rational,no,37,highway
Toyota,1600,42,female,distracted,no,36,highway
Volkswagen,1600,46,male,rational,yes,35,rural
Ford,2000,25,female,rational,no,40,urban
Peugeot,1600,41,male,rational,yes,38,urban
BMW,1600,53,female,rational,yes,44,highway
Mercedes Benz,1000,29,male,distracted,no,26,highway
Nissan,2000,50,male,rational,yes,39,highway
BMW,2000,56,female,rational,no,26,urban
Ford,1600,24,female,rational,no,40,highway
Toyota,2000,56,male,rational,yes,37,highway
Renault,1600,50,male,nervous,yes,44,urban
Audi,1500,34,female,rational,no,42,urban
Toyota,2000,28,male,rational,no,42,highway
Mazda,2000,20,male,rational,no,37,urban
Dacia,1400,27,male,speedy,yes,35,highway
Peugeot,2000,47,male,rational,yes,43,urban
Hyundai,1600,41,female,rational,no,30,highway
Toyota,1400,38,male,rational,yes,48,urban
Skoda,1600,31,male,rational,yes,40,urban
Ford,2000,84,male,rational,yes,41,urban
Opel,1400,26,female,rational,yes,29,urban
Ford,2000,28,male,rational,yes,43,highway
Vauxhall,1600,51,female,speedy,yes,37,urban
Hyundai,1600,31,male,rational,no,39,highway
Suzuki,1000,60,female,speedy,no,38,urban
Hyundai,1400,50,male,rational,yes,44,urban
Peugeot,1600,53,male,nervous,yes,46,highway
Mazda,1400,32,female,speedy,no,26,urban
Seat,2000,47,male,rational,yes,25,urban
Volkswagen,1500,70,female,speedy,yes,31,highway
Volkswagen,2000,40,male,rational,yes,49,urban
Mercedes Benz,2000,40,female,rational,yes,42,highway
Chevrolet,>2400,64,female,rational,no,25,highway
Nissan,2000,51,male,speedy,yes,45,highway
BMW,1500,45,male,rational,yes,27,urban
Volkswagen,1600,52,male,rational,yes,38,urban
Volkswagen,2000,25,male,distracted,yes,40,highway
Skoda,2000,23,male,rational,no,41,highway
Volkswagen,1600,32,female,rational,yes,38,rural
Skoda,1600,52,female,rational,no,30,urban
Kia,1300,34,female,nervous,yes,26,urban
BMW,2000,47,male,distracted,yes,39,urban
Renault,2000,20,female,rational,yes,44,urban
Toyota,2000,29,male,nervous,yes,37,rural
Toyota,1600,47,male,rational,yes,40,highway
Toyota,1600,66,male,rational,yes,30,rural
Vauxhall,<900,29,female,rational,yes,38,highway
Nissan,1600,29,male,speedy,yes,42,highway
Toyota,1600,33,male,rational,yes,29,urban
Skoda,1300,54,female,speedy,no,29,highway
Renault,1600,56,female,rational,yes,45,urban
Renault,2000,48,male,nervous,yes,40,highway
Toyota,2000,32,female,rational,yes,27,urban
Nissan,1500,25,male,rational,no,46,highway
Peugeot,1300,21,female,speedy,yes,26,highway
Toyota,1300,21,male,rational,yes,39,highway
Volkswagen,1300,50,male,slow,no,26,highway
Nissan,1500,26,female,rational,yes,28,highway
Hyundai,2000,50,male,speedy,no,27,highway
Honda,1600,38,female,rational,no,35,urban
Ford,1400,44,male,rational,yes,35,highway
Mercedes Benz,2000,21,male,rational,yes,47,highway
Volkswagen,1300,46,male,rational,no,43,urban
Peugeot,2400,28,male,rational,yes,32,rural
Opel,2000,73,female,rational,yes,30,urban
Mazda,2000,34,male,slow,yes,41,highway
Hyundai,1600,28,female,speedy,no,32,highway
Ford,2000,31,male,rational,no,44,highway
Ford,1600,63,female,rational,yes,30,highway
Ford,2000,58,female,rational,no,32,highway
Renault,1500,36,female,speedy,yes,43,highway
Toyota,2000,57,male,rational,yes,38,highway
Toyota,2000,61,female,distracted,yes,40,highway
Audi,1600,28,male,rational,yes,37,highway
Volkswagen,1500,54,male,rational,no,46,highway
Audi,1500,33,male,speedy,yes,33,urban
Renault,2000,27,female,rational,no,44,highway
Mercedes Benz,1300,57,male,speedy,yes,41,rural
Renault,1000,46,female,rational,no,44,highway
Audi,1000,40,male,rational,yes,42,urban
Hyundai,2000,38,male,slow,no,49,urban
Toyota,2000,42,male,rational,yes,28,urban
Mercedes Benz,1300,27,male,rational,yes,27,rural
Mazda,1600,44,female,rational,no,32,urban
Fiat,2000,48,female,nervous,no,28,highway
Toyota,1600,58,male,speedy,yes,46,urban
Renault,1300,81,male,speedy,yes,46,urban
Volkswagen,2000,13,female,rational,no,28,highway
Ford,1500,42,female,distracted,no,32,urban
Volkswagen,2000,54,male,speedy,yes,49,rural
Skoda,1600,64,male,speedy,yes,45,urban
Hyundai,1600,70,male,rational,yes,39,highway
Hyundai,2000,22,female,rational,yes,26,urban
Toyota,1400,20,male,rational,yes,31,highway
Hyundai,2000,35,male,rational,yes,25,highway
Renault,2000,58,female,speedy,yes,27,urban
Kia,1600,41,male,rational,no,34,highway
Hyundai,1400,25,male,rational,yes,47,highway
Vauxhall,1600,39,female,rational,no,37,urban
Audi,1500,16,male,distracted,no,28,urban
Volkswagen,2000,48,male,rational,yes,38,urban
Peugeot,1000,38,male,rational,yes,46,highway
Kia,1600,29,male,nervous,no,39,highway
Opel,1400,54,female,rational,yes,31,highway
Ford,1300,48,male,rational,no,29,rural
Jaguar,1400,36,male,rational,yes,46,highway
Toyota,2400,43,female,rational,yes,36,urban
Mercedes Benz,1600,58,male,nervous,no,28,highway
Nissan,2000,63,female,distracted,no,43,urban
Volvo,1500,32,female,distracted,yes,33,highway
Honda,>2400,63,female,rational,yes,48,highway
Renault,1600,56,male,distracted,no,30,rural
Dacia,1300,42,female,rational,yes,26,urban
Peugeot,2400,37,male,speedy,yes,32,urban
Dacia,2000,38,male,speedy,yes,28,highway
Hyundai,1600,34,male,slow,yes,30,highway
Volkswagen,1300,57,male,rational,yes,46,highway
Nissan,2400,44,female,slow,no,29,urban
Toyota,1300,28,female,rational,yes,33,urban
Citroen,2000,61,male,nervous,yes,38,highway
BMW,2000,31,male,speedy,yes,45,urban
Volkswagen,1500,24,male,rational,no,35,highway
Peugeot,2000,57,male,speedy,yes,33,urban
Skoda,1400,42,female,rational,yes,28,urban
Skoda,1600,53,male,speedy,no,38,urban
Skoda,1000,53,male,speedy,yes,47,highway
Volkswagen,1000,26,male,slow,yes,35,highway
Volkswagen,1600,30,female,speedy,yes,31,rural
Nissan,1400,29,female,rational,no,29,urban
Toyota,1600,30,male,speedy,no,38,urban
Nissan,1600,43,male,speedy,yes,46,highway
Toyota,1000,39,female,rational,yes,42,highway
Citroen,2000,38,male,rational,no,31,urban
Toyota,2000,44,female,rational,yes,40,urban
Hyundai,2000,49,male,rational,yes,44,highway
Skoda,2000,62,female,rational,no,38,urban
Ford,2000,34,male,rational,yes,42,highway
Nissan,2000,57,female,speedy,no,35,highway
Toyota,1300,50,male,speedy,yes,40,highway
Audi,2000,32,female,distracted,no,25,urban
Toyota,1300,38,male,speedy,yes,31,highway
Skoda,1600,64,female,speedy,no,45,highway
Nissan,1400,32,female,nervous,yes,47,highway
Volkswagen,1600,23,female,rational,yes,44,highway
Volkswagen,1600,32,female,rational,yes,27,highway
Ford,2400,23,female,rational,yes,39,highway
Nissan,1600,20,female,speedy,yes,32,highway
Kia,1600,31,male,rational,yes,27,highway
Volkswagen,1600,59,male,speedy,yes,38,highway
Vauxhall,1600,31,female,slow,yes,49,urban
Kia,1400,29,male,rational,yes,29,highway
Hyundai,1600,52,male,speedy,yes,39,highway
Audi,1300,50,female,rational,yes,48,highway
Ford,1600,42,female,nervous,no,43,highway
Ford,2000,44,female,rational,no,25,rural
Volkswagen,2000,30,male,rational,yes,43,highway
Volkswagen,2400,44,male,rational,yes,41,highway
Ford,1600,63,male,rational,no,32,rural
Honda,2000,81,female,rational,no,39,urban
Mini,2000,27,male,speedy,yes,35,highway
Land Rover,1600,36,male,rational,no,25,highway
Volkswagen,2000,23,female,rational,yes,48,urban
